Strand Name1, Strand Name2, Start Time(YYYY:MM : DD),Stop Time(YYYY:MM : DD),Duration(sec)
YH1->FX0506->XG9, XG9->FX1305->YH8,2017:02:08:15:56:37, 2017:02:08:15:58:57,140
YH1->FX1206->XG1, XG1->FX0605->YH8,2017:02:08:15:58:25, 2017:02:08:15:59:34,69
YH1->FX1205->XG9, XG9->FX1305->YH8,2017:02:08:15:59:31, 2017:02:08:16:00:26,55
YH1->FX0505->XG9, XG9->FX1304->YH8,2017:02:08:16:05:26, 2017:02:08:16:07:52,146
YH1->FX1204->XG9, XG9->FX1304->YH8,2017:02:08:16:08:33, 2017:02:08:16:09:29,56
YH1->FX0504->XG9, XG9->FX1303->YH8,2017:02:08:16:14:19, 2017:02:08:16:16:45,146
YH1->FX1303->XG1, XG1->FX0603->YH8,2017:02:08:16:16:11, 2017:02:08:16:17:33,82
YH1->FX1303->XG9, XG9->FX1303->YH8,2017:02:08:16:16:45, 2017:02:08:16:17:33,48
YH1->FX1203->XG9, XG9->FX1303->YH8,2017:02:08:16:17:38, 2017:02:08:16:18:29,51
YH1->FX0503->XG9, XG9->FX1302->YH8,2017:02:08:16:23:14, 2017:02:08:16:25:35,141
YH1->FX1302->XG1, XG1->FX0602->YH8,2017:02:08:16:25:06, 2017:02:08:16:26:55,109
YH1->FX1302->XG9, XG9->FX1302->YH8,2017:02:08:16:25:35, 2017:02:08:16:27:27,112
YH1->FX1202->XG9, XG9->FX0602->YH8,2017:02:08:16:27:27, 2017:02:08:16:28:43,76
YH1->FX0502->XG9, XG9->FX1301->YH8,2017:02:08:16:32:13, 2017:02:08:16:34:23,130
YH1->FX0601->XG1, XG1->FX0601->YH8,2017:02:08:16:32:31, 2017:02:08:16:35:43,192
YH1->FX1301->XG9, XG9->FX1301->YH8,2017:02:08:16:34:23, 2017:02:08:16:36:24,121
YH1->FX1301->XG1, XG1->FX1301->YH8,2017:02:08:16:35:43, 2017:02:08:16:37:13,90
YH1->FX1201->XG9, XG9->FX0601->YH8,2017:02:08:16:36:24, 2017:02:08:16:37:37,73
YH1->FX0612->XG1, XG1->FX1301->YH8,2017:02:08:16:40:24, 2017:02:08:16:41:06,42
YH1->FX0501->XG9, XG9->FX1312->YH8,2017:02:08:16:41:14, 2017:02:08:16:43:07,113
YH1->FX0612->XG9, XG9->FX1312->YH8,2017:02:08:16:43:07, 2017:02:08:16:45:19,132
YH1->FX1312->XG1, XG1->FX1312->YH8,2017:02:08:16:44:28, 2017:02:08:16:46:40,132
YH1->FX1212->XG9, XG9->FX0612->YH8,2017:02:08:16:45:40, 2017:02:08:16:46:27,47
YH1->FX0611->XG1, XG1->FX1312->YH8,2017:02:08:16:48:38, 2017:02:08:16:49:51,73
YH1->FX0512->XG9, XG9->FX1311->YH8,2017:02:08:16:50:20, 2017:02:08:16:51:48,88
YH1->FX0611->XG9, XG9->FX1311->YH8,2017:02:08:16:51:48, 2017:02:08:16:54:11,143
YH1->FX1311->XG1, XG1->FX1311->YH8,2017:02:08:16:53:10, 2017:02:08:16:56:00,170
YH1->FX0610->XG1, XG1->FX1311->YH8,2017:02:08:16:57:03, 2017:02:08:16:58:30,87
YH1->FX0511->XG9, XG9->FX0610->YH8,2017:02:08:16:59:28, 2017:02:08:17:00:23,55
YH1->FX0610->XG9, XG9->FX0610->YH8,2017:02:08:17:00:23, 2017:02:08:17:03:57,214
YH1->FX1310->XG1, XG1->FX1310->YH8,2017:02:08:17:01:47, 2017:02:08:17:05:13,206
YH1->FX0609->XG1, XG1->FX1310->YH8,2017:02:08:17:05:35, 2017:02:08:17:07:03,88
YH1->FX1309->XG9, XG9->FX0609->YH8,2017:02:08:17:08:17, 2017:02:08:17:11:51,214
YH1->FX1309->XG1, XG1->FX0708->YH8,2017:02:08:17:10:29, 2017:02:08:17:14:22,233
YH1->FX0609->XG9, XG9->FX0609->YH8,2017:02:08:17:11:51, 2017:02:08:17:12:35,44
YH1->FX0608->XG1, XG1->FX0708->YH8,2017:02:08:17:14:22, 2017:02:08:17:14:34,12
YH1->FX1308->XG9, XG9->FX0102->YH8,2017:02:08:17:14:30, 2017:02:08:17:14:39,9
YH1->FX1308->XG1, XG1->FX0707->YH8,2017:02:08:17:19:48, 2017:02:08:17:23:26,218
YH1->FX0608->XG9, XG9->FX0608->YH8,2017:02:08:17:20:37, 2017:02:08:17:21:08,31
YH1->FX1307->XG9, XG9->FX0101->YH8,2017:02:08:17:23:22, 2017:02:08:17:23:49,27
YH1->FX0607->XG1, XG1->FX0707->YH8,2017:02:08:17:23:26, 2017:02:08:17:23:45,19
YH1->FX1307->XG1, XG1->FX0706->YH8,2017:02:08:17:29:15, 2017:02:08:17:32:26,191
YH1->FX0607->XG9, XG9->FX0607->YH8,2017:02:08:17:29:21, 2017:02:08:17:29:30,9
YH1->FX1306->XG9, XG9->FX0112->YH8,2017:02:08:17:32:16, 2017:02:08:17:32:57,41
YH1->FX0606->XG1, XG1->FX0706->YH8,2017:02:08:17:32:26, 2017:02:08:17:32:52,26
YH1->FX0606->XG9, XG9->FX0111->YH8,2017:02:08:17:38:31, 2017:02:08:17:40:41,130
YH1->FX1306->XG1, XG1->FX0705->YH8,2017:02:08:17:38:56, 2017:02:08:17:41:22,146
YH1->FX1305->XG9, XG9->FX0111->YH8,2017:02:08:17:41:12, 2017:02:08:17:42:03,51
YH1->FX0605->XG9, XG9->FX0110->YH8,2017:02:08:17:47:17, 2017:02:08:17:49:39,142
YH1->FX1305->XG1, XG1->FX0704->YH8,2017:02:08:17:49:14, 2017:02:08:17:50:14,60
YH1->FX1304->XG9, XG9->FX0110->YH8,2017:02:08:17:50:12, 2017:02:08:17:51:07,55
YH1->FX0604->XG9, XG9->FX0109->YH8,2017:02:08:17:56:07, 2017:02:08:17:58:34,147
YH1->FX1303->XG9, XG9->FX0109->YH8,2017:02:08:17:59:14, 2017:02:08:18:00:10,56
YH1->FX0603->XG9, XG9->FX0108->YH8,2017:02:08:18:04:59, 2017:02:08:18:07:26,147
YH1->FX0108->XG1, XG1->FX0702->YH8,2017:02:08:18:06:51, 2017:02:08:18:08:20,89
YH1->FX0108->XG9, XG9->FX0108->YH8,2017:02:08:18:07:26, 2017:02:08:18:08:20,54
YH1->FX1302->XG9, XG9->FX0108->YH8,2017:02:08:18:08:20, 2017:02:08:18:09:10,50
YH1->FX0602->XG9, XG9->FX0107->YH8,2017:02:08:18:13:55, 2017:02:08:18:16:16,141
YH1->FX0107->XG1, XG1->FX0701->YH8,2017:02:08:18:15:46, 2017:02:08:18:17:36,110
YH1->FX0107->XG9, XG9->FX0107->YH8,2017:02:08:18:16:16, 2017:02:08:18:18:08,112
YH1->FX1301->XG9, XG9->FX0701->YH8,2017:02:08:18:18:08, 2017:02:08:18:19:25,77
YH1->FX0601->XG9, XG9->FX0106->YH8,2017:02:08:18:22:54, 2017:02:08:18:25:04,130
YH1->FX0712->XG1, XG1->FX0712->YH8,2017:02:08:18:23:06, 2017:02:08:18:26:24,198
YH1->FX0106->XG9, XG9->FX0106->YH8,2017:02:08:18:25:04, 2017:02:08:18:27:05,121
YH1->FX0106->XG1, XG1->FX0106->YH8,2017:02:08:18:26:24, 2017:02:08:18:27:56,92
YH1->FX1312->XG9, XG9->FX0712->YH8,2017:02:08:18:27:05, 2017:02:08:18:28:18,73
YH1->FX0711->XG1, XG1->FX0106->YH8,2017:02:08:18:31:02, 2017:02:08:18:31:46,44
YH1->FX0612->XG9, XG9->FX0105->YH8,2017:02:08:18:31:56, 2017:02:08:18:33:48,112
YH1->FX0711->XG9, XG9->FX0105->YH8,2017:02:08:18:33:48, 2017:02:08:18:35:59,131
YH1->FX0105->XG1, XG1->FX0105->YH8,2017:02:08:18:35:09, 2017:02:08:18:37:23,134
YH1->FX1311->XG9, XG9->FX0711->YH8,2017:02:08:18:36:24, 2017:02:08:18:37:07,43
YH1->FX0710->XG1, XG1->FX0105->YH8,2017:02:08:18:39:17, 2017:02:08:18:40:30,73
YH1->FX0611->XG9, XG9->FX0104->YH8,2017:02:08:18:41:01, 2017:02:08:18:42:28,87
YH1->FX0710->XG9, XG9->FX0104->YH8,2017:02:08:18:42:28, 2017:02:08:18:44:52,144
YH1->FX0104->XG1, XG1->FX0104->YH8,2017:02:08:18:43:50, 2017:02:08:18:46:42,172
YH1->FX0709->XG1, XG1->FX0104->YH8,2017:02:08:18:47:42, 2017:02:08:18:49:09,87
YH1->FX0610->XG9, XG9->FX0709->YH8,2017:02:08:18:50:09, 2017:02:08:18:51:03,54
YH1->FX0709->XG9, XG9->FX0709->YH8,2017:02:08:18:51:03, 2017:02:08:18:54:37,214
YH1->FX0103->XG1, XG1->FX0103->YH8,2017:02:08:18:52:26, 2017:02:08:18:55:55,209
YH1->FX0708->XG1, XG1->FX0103->YH8,2017:02:08:18:56:15, 2017:02:08:18:57:42,87
YH1->FX0102->XG9, XG9->FX0708->YH8,2017:02:08:18:58:58, 2017:02:08:19:02:31,213
YH1->FX0102->XG1, XG1->FX0807->YH8,2017:02:08:19:01:11, 2017:02:08:19:05:03,232
YH1->FX0708->XG9, XG9->FX0708->YH8,2017:02:08:19:02:31, 2017:02:08:19:03:15,44
YH1->FX0707->XG1, XG1->FX0807->YH8,2017:02:08:19:05:03, 2017:02:08:19:05:16,13
YH1->FX0101->XG9, XG9->FX0201->YH8,2017:02:08:19:05:10, 2017:02:08:19:05:22,12
YH1->FX0101->XG1, XG1->FX0806->YH8,2017:02:08:19:10:31, 2017:02:08:19:14:07,216
YH1->FX0707->XG9, XG9->FX0707->YH8,2017:02:08:19:11:17, 2017:02:08:19:11:47,30
YH1->FX0112->XG9, XG9->FX0212->YH8,2017:02:08:19:14:02, 2017:02:08:19:14:31,29
YH1->FX0706->XG1, XG1->FX0806->YH8,2017:02:08:19:14:07, 2017:02:08:19:14:27,20
YH1->FX0112->XG1, XG1->FX0805->YH8,2017:02:08:19:19:58, 2017:02:08:19:23:07,189
YH1->FX0706->XG9, XG9->FX0706->YH8,2017:02:08:19:20:01, 2017:02:08:19:20:08,7
YH1->FX0111->XG9, XG9->FX0211->YH8,2017:02:08:19:22:56, 2017:02:08:19:23:39,43
YH1->FX0705->XG1, XG1->FX0805->YH8,2017:02:08:19:23:07, 2017:02:08:19:23:33,26
YH1->FX0705->XG9, XG9->FX0210->YH8,2017:02:08:19:29:11, 2017:02:08:19:31:23,132
YH1->FX0111->XG1, XG1->FX0804->YH8,2017:02:08:19:29:41, 2017:02:08:19:32:03,142
YH1->FX0110->XG9, XG9->FX0210->YH8,2017:02:08:19:31:53, 2017:02:08:19:32:45,52
YH1->FX0704->XG9, XG9->FX0209->YH8,2017:02:08:19:37:57, 2017:02:08:19:40:20,143
YH1->FX0110->XG1, XG1->FX0803->YH8,2017:02:08:19:40:05, 2017:02:08:19:40:55,50
YH1->FX0109->XG9, XG9->FX0209->YH8,2017:02:08:19:40:53, 2017:02:08:19:41:49,56
YH1->FX0703->XG9, XG9->FX0208->YH8,2017:02:08:19:46:47, 2017:02:08:19:49:15,148
YH1->FX0108->XG9, XG9->FX0208->YH8,2017:02:08:19:49:55, 2017:02:08:19:50:51,56
YH1->FX0702->XG9, XG9->FX0207->YH8,2017:02:08:19:55:40, 2017:02:08:19:58:07,147
YH1->FX0207->XG1, XG1->FX0801->YH8,2017:02:08:19:57:32, 2017:02:08:19:59:08,96
YH1->FX0207->XG9, XG9->FX0207->YH8,2017:02:08:19:58:07, 2017:02:08:19:59:08,61
YH1->FX0107->XG9, XG9->FX0207->YH8,2017:02:08:19:59:08, 2017:02:08:19:59:51,43
YH1->FX0701->XG9, XG9->FX0206->YH8,2017:02:08:20:04:36, 2017:02:08:20:06:57,141
YH1->FX0206->XG1, XG1->FX0812->YH8,2017:02:08:20:06:28, 2017:02:08:20:08:16,108
YH1->FX0206->XG9, XG9->FX0206->YH8,2017:02:08:20:06:57, 2017:02:08:20:08:50,113
YH1->FX0106->XG9, XG9->FX0812->YH8,2017:02:08:20:08:50, 2017:02:08:20:10:05,75
YH1->FX0712->XG9, XG9->FX0205->YH8,2017:02:08:20:13:35, 2017:02:08:20:15:44,129
YH1->FX0811->XG1, XG1->FX0811->YH8,2017:02:08:20:13:42, 2017:02:08:20:17:04,202
YH1->FX0205->XG9, XG9->FX0205->YH8,2017:02:08:20:15:44, 2017:02:08:20:17:46,122
YH1->FX0205->XG1, XG1->FX0205->YH8,2017:02:08:20:17:04, 2017:02:08:20:18:40,96
YH1->FX0105->XG9, XG9->FX0811->YH8,2017:02:08:20:17:46, 2017:02:08:20:18:58,72
YH1->FX0810->XG1, XG1->FX0205->YH8,2017:02:08:20:21:40, 2017:02:08:20:22:27,47
YH1->FX0711->XG9, XG9->FX0204->YH8,2017:02:08:20:22:37, 2017:02:08:20:24:28,111
YH1->FX0810->XG9, XG9->FX0204->YH8,2017:02:08:20:24:28, 2017:02:08:20:26:40,132
YH1->FX0204->XG1, XG1->FX0204->YH8,2017:02:08:20:25:49, 2017:02:08:20:28:06,137
YH1->FX0104->XG9, XG9->FX0810->YH8,2017:02:08:20:27:08, 2017:02:08:20:27:48,40
YH1->FX0809->XG1, XG1->FX0204->YH8,2017:02:08:20:29:56, 2017:02:08:20:31:11,75
YH1->FX0710->XG9, XG9->FX0203->YH8,2017:02:08:20:31:44, 2017:02:08:20:33:08,84
YH1->FX0809->XG9, XG9->FX0203->YH8,2017:02:08:20:33:08, 2017:02:08:20:35:33,145
YH1->FX0203->XG1, XG1->FX0203->YH8,2017:02:08:20:34:29, 2017:02:08:20:37:24,175
YH1->FX0808->XG1, XG1->FX0203->YH8,2017:02:08:20:38:21, 2017:02:08:20:39:49,88
YH1->FX0202->XG9, XG9->FX0808->YH8,2017:02:08:20:40:49, 2017:02:08:20:44:23,214
YH1->FX0202->XG1, XG1->FX0202->YH8,2017:02:08:20:43:05, 2017:02:08:20:46:37,212
YH1->FX0808->XG9, XG9->FX0808->YH8,2017:02:08:20:44:23, 2017:02:08:20:45:16,53
YH1->FX0807->XG1, XG1->FX0202->YH8,2017:02:08:20:46:54, 2017:02:08:20:48:21,87
YH1->FX0201->XG9, XG9->FX0807->YH8,2017:02:08:20:49:39, 2017:02:08:20:53:11,212
YH1->FX0201->XG1, XG1->FX0906->YH8,2017:02:08:20:51:54, 2017:02:08:20:55:45,231
YH1->FX0807->XG9, XG9->FX0807->YH8,2017:02:08:20:53:11, 2017:02:08:20:53:54,43
YH1->FX0806->XG1, XG1->FX0906->YH8,2017:02:08:20:55:45, 2017:02:08:20:55:58,13
YH1->FX0212->XG9, XG9->FX0312->YH8,2017:02:08:20:55:51, 2017:02:08:20:56:04,13
YH1->FX0212->XG1, XG1->FX0905->YH8,2017:02:08:21:01:14, 2017:02:08:21:04:49,215
YH1->FX0806->XG9, XG9->FX0806->YH8,2017:02:08:21:01:57, 2017:02:08:21:02:25,28
YH1->FX0211->XG9, XG9->FX0311->YH8,2017:02:08:21:04:43, 2017:02:08:21:05:14,31
YH1->FX0805->XG1, XG1->FX0905->YH8,2017:02:08:21:04:49, 2017:02:08:21:05:08,19
YH1->FX0805->XG9, XG9->FX0805->YH8,2017:02:08:21:10:41, 2017:02:08:21:10:46,5
YH1->FX0211->XG1, XG1->FX0904->YH8,2017:02:08:21:10:42, 2017:02:08:21:13:48,186
YH1->FX0210->XG9, XG9->FX0310->YH8,2017:02:08:21:13:38, 2017:02:08:21:14:21,43
YH1->FX0804->XG1, XG1->FX0904->YH8,2017:02:08:21:13:48, 2017:02:08:21:14:14,26
YH1->FX0804->XG9, XG9->FX0309->YH8,2017:02:08:21:19:52, 2017:02:08:21:22:04,132
YH1->FX0210->XG1, XG1->FX0903->YH8,2017:02:08:21:20:26, 2017:02:08:21:22:44,138
YH1->FX0209->XG9, XG9->FX0309->YH8,2017:02:08:21:22:35, 2017:02:08:21:23:27,52
YH1->FX0803->XG9, XG9->FX0308->YH8,2017:02:08:21:28:38, 2017:02:08:21:31:01,143
YH1->FX0209->XG1, XG1->FX0902->YH8,2017:02:08:21:30:57, 2017:02:08:21:31:35,38
YH1->FX0208->XG9, XG9->FX0308->YH8,2017:02:08:21:31:34, 2017:02:08:21:32:31,57
YH1->FX0802->XG9, XG9->FX0307->YH8,2017:02:08:21:37:29, 2017:02:08:21:39:56,147
YH1->FX0207->XG9, XG9->FX0307->YH8,2017:02:08:21:40:37, 2017:02:08:21:41:33,56
YH1->FX0801->XG9, XG9->FX0306->YH8,2017:02:08:21:46:22, 2017:02:08:21:48:48,146
YH1->FX0306->XG1, XG1->FX0912->YH8,2017:02:08:21:48:14, 2017:02:08:21:49:54,100
YH1->FX0306->XG9, XG9->FX0306->YH8,2017:02:08:21:48:48, 2017:02:08:21:49:54,66
YH1->FX0206->XG9, XG9->FX0306->YH8,2017:02:08:21:49:54, 2017:02:08:21:50:33,39
YH1->FX0812->XG9, XG9->FX0305->YH8,2017:02:08:21:55:18, 2017:02:08:21:57:37,139
YH1->FX0305->XG1, XG1->FX0911->YH8,2017:02:08:21:57:09, 2017:02:08:21:58:56,107
YH1->FX0305->XG9, XG9->FX0305->YH8,2017:02:08:21:57:37, 2017:02:08:21:59:31,114
YH1->FX0205->XG9, XG9->FX0911->YH8,2017:02:08:21:59:31, 2017:02:08:22:00:46,75
YH1->FX0910->XG1, XG1->FX0305->YH8,2017:02:08:22:04:17, 2017:02:08:22:04:20,3
YH1->FX0811->XG9, XG9->FX0304->YH8,2017:02:08:22:04:17, 2017:02:08:22:06:24,127
YH1->FX0304->XG9, XG9->FX0304->YH8,2017:02:08:22:06:24, 2017:02:08:22:08:27,123
YH1->FX0304->XG1, XG1->FX0304->YH8,2017:02:08:22:07:44, 2017:02:08:22:09:24,100
YH1->FX0204->XG9, XG9->FX0910->YH8,2017:02:08:22:08:27, 2017:02:08:22:09:38,71
YH1->FX0909->XG1, XG1->FX0304->YH8,2017:02:08:22:12:17, 2017:02:08:22:13:08,51
YH1->FX0810->XG9, XG9->FX0303->YH8,2017:02:08:22:13:20, 2017:02:08:22:15:07,107
YH1->FX0909->XG9, XG9->FX0303->YH8,2017:02:08:22:15:07, 2017:02:08:22:17:22,135
YH1->FX0303->XG1, XG1->FX0303->YH8,2017:02:08:22:16:28, 2017:02:08:22:18:49,141
YH1->FX0203->XG9, XG9->FX0909->YH8,2017:02:08:22:17:51, 2017:02:08:22:18:28,37
YH1->FX0908->XG1, XG1->FX0303->YH8,2017:02:08:22:20:34, 2017:02:08:22:21:51,77
YH1->FX0809->XG9, XG9->FX0302->YH8,2017:02:08:22:22:26, 2017:02:08:22:23:47,81
YH1->FX0908->XG9, XG9->FX0302->YH8,2017:02:08:22:23:47, 2017:02:08:22:26:14,147
YH1->FX0302->XG1, XG1->FX0302->YH8,2017:02:08:22:25:08, 2017:02:08:22:28:07,179
YH1->FX0907->XG1, XG1->FX0302->YH8,2017:02:08:22:29:00, 2017:02:08:22:30:29,89
YH1->FX0301->XG9, XG9->FX0907->YH8,2017:02:08:22:31:29, 2017:02:08:22:35:04,215
YH1->FX0301->XG1, XG1->FX0301->YH8,2017:02:08:22:33:44, 2017:02:08:22:37:20,216
YH1->FX0907->XG9, XG9->FX0907->YH8,2017:02:08:22:35:04, 2017:02:08:22:35:56,52
YH1->FX0906->XG1, XG1->FX0301->YH8,2017:02:08:22:37:33, 2017:02:08:22:39:01,88
YH1->FX0312->XG9, XG9->FX0906->YH8,2017:02:08:22:40:19, 2017:02:08:22:43:52,213
YH1->FX0312->XG1, XG1->FX1005->YH8,2017:02:08:22:42:37, 2017:02:08:22:46:27,230
YH1->FX0906->XG9, XG9->FX0906->YH8,2017:02:08:22:43:52, 2017:02:08:22:44:33,41
YH1->FX0905->XG1, XG1->FX1005->YH8,2017:02:08:22:46:27, 2017:02:08:22:46:40,13
YH1->FX0311->XG9, XG9->FX0411->YH8,2017:02:08:22:46:32, 2017:02:08:22:46:47,15
YH1->FX0311->XG1, XG1->FX1004->YH8,2017:02:08:22:51:57, 2017:02:08:22:55:31,214
YH1->FX0905->XG9, XG9->FX0905->YH8,2017:02:08:22:52:38, 2017:02:08:22:53:03,25
YH1->FX0310->XG9, XG9->FX0410->YH8,2017:02:08:22:55:24, 2017:02:08:22:55:56,32
YH1->FX0904->XG1, XG1->FX1004->YH8,2017:02:08:22:55:31, 2017:02:08:22:55:50,19
YH1->FX0904->XG9, XG9->FX0904->YH8,2017:02:08:23:01:22, 2017:02:08:23:01:23,1
YH1->FX0310->XG1, XG1->FX1003->YH8,2017:02:08:23:01:26, 2017:02:08:23:04:30,184
YH1->FX0309->XG9, XG9->FX0409->YH8,2017:02:08:23:04:19, 2017:02:08:23:05:04,45
YH1->FX0903->XG1, XG1->FX1003->YH8,2017:02:08:23:04:30, 2017:02:08:23:04:55,25
YH1->FX0903->XG9, XG9->FX0408->YH8,2017:02:08:23:10:32, 2017:02:08:23:12:45,133
YH1->FX0309->XG1, XG1->FX1002->YH8,2017:02:08:23:11:12, 2017:02:08:23:13:25,133
YH1->FX0308->XG9, XG9->FX0408->YH8,2017:02:08:23:13:16, 2017:02:08:23:14:09,53
YH1->FX0902->XG9, XG9->FX0407->YH8,2017:02:08:23:19:20, 2017:02:08:23:21:42,142
YH1->FX0308->XG1, XG1->FX1001->YH8,2017:02:08:23:21:52, 2017:02:08:23:22:16,24
YH1->FX0307->XG9, XG9->FX0407->YH8,2017:02:08:23:22:16, 2017:02:08:23:23:13,57
YH1->FX0901->XG9, XG9->FX0406->YH8,2017:02:08:23:28:10, 2017:02:08:23:30:36,146
YH1->FX0306->XG9, XG9->FX0406->YH8,2017:02:08:23:31:19, 2017:02:08:23:32:15,56
YH1->FX0912->XG9, XG9->FX0405->YH8,2017:02:08:23:37:03, 2017:02:08:23:39:28,145
YH1->FX0405->XG1, XG1->FX1011->YH8,2017:02:08:23:38:55, 2017:02:08:23:40:41,106
YH1->FX0405->XG9, XG9->FX0405->YH8,2017:02:08:23:39:28, 2017:02:08:23:40:41,73
YH1->FX0305->XG9, XG9->FX0405->YH8,2017:02:08:23:40:41, 2017:02:08:23:41:15,34
YH1->FX0911->XG9, XG9->FX0404->YH8,2017:02:08:23:46:00, 2017:02:08:23:48:17,137
YH1->FX0404->XG1, XG1->FX1010->YH8,2017:02:08:23:47:51, 2017:02:08:23:49:36,105
YH1->FX0404->XG9, XG9->FX0404->YH8,2017:02:08:23:48:17, 2017:02:08:23:50:13,116
YH1->FX0304->XG9, XG9->FX1010->YH8,2017:02:08:23:50:13, 2017:02:08:23:51:26,73
YH1->FX1009->XG1, XG1->FX0404->YH8,2017:02:08:23:54:53, 2017:02:08:23:55:01,8
YH1->FX0910->XG9, XG9->FX0403->YH8,2017:02:08:23:54:59, 2017:02:08:23:57:04,125
YH1->FX0403->XG9, XG9->FX0403->YH8,2017:02:08:23:57:04, 2017:02:08:23:59:09,125
YH1->FX0403->XG1, XG1->FX0403->YH8,2017:02:08:23:58:23, 2017:02:09:00:00:07,104
YH1->FX0303->XG9, XG9->FX1009->YH8,2017:02:08:23:59:09, 2017:02:09:00:00:18,69
YH1->FX1008->XG1, XG1->FX0403->YH8,2017:02:09:00:02:54, 2017:02:09:00:03:49,55
YH1->FX0909->XG9, XG9->FX0402->YH8,2017:02:09:00:04:02, 2017:02:09:00:05:47,105
YH1->FX1008->XG9, XG9->FX0402->YH8,2017:02:09:00:05:47, 2017:02:09:00:08:03,136
YH1->FX0402->XG1, XG1->FX0402->YH8,2017:02:09:00:07:07, 2017:02:09:00:09:32,145
YH1->FX0302->XG9, XG9->FX1008->YH8,2017:02:09:00:08:34, 2017:02:09:00:09:07,33
YH1->FX1007->XG1, XG1->FX0402->YH8,2017:02:09:00:11:12, 2017:02:09:00:12:32,80
YH1->FX0908->XG9, XG9->FX0401->YH8,2017:02:09:00:13:08, 2017:02:09:00:14:26,78
YH1->FX1007->XG9, XG9->FX0401->YH8,2017:02:09:00:14:26, 2017:02:09:00:16:55,149
YH1->FX0401->XG1, XG1->FX0401->YH8,2017:02:09:00:15:47, 2017:02:09:00:18:50,183
YH1->FX1006->XG1, XG1->FX0401->YH8,2017:02:09:00:19:39, 2017:02:09:00:21:10,91
YH1->FX0412->XG9, XG9->FX1006->YH8,2017:02:09:00:22:09, 2017:02:09:00:25:45,216
YH1->FX0412->XG1, XG1->FX0412->YH8,2017:02:09:00:24:23, 2017:02:09:00:28:02,219
YH1->FX1006->XG9, XG9->FX1006->YH8,2017:02:09:00:25:45, 2017:02:09:00:26:35,50
YH1->FX1005->XG1, XG1->FX0412->YH8,2017:02:09:00:28:12, 2017:02:09:00:29:41,89
YH1->FX0411->XG9, XG9->FX1005->YH8,2017:02:09:00:30:59, 2017:02:09:00:34:33,214
YH1->FX0411->XG1, XG1->FX1104->YH8,2017:02:09:00:33:20, 2017:02:09:00:37:10,230
YH1->FX1005->XG9, XG9->FX1005->YH8,2017:02:09:00:34:33, 2017:02:09:00:35:12,39
YH1->FX1004->XG1, XG1->FX1104->YH8,2017:02:09:00:37:10, 2017:02:09:00:37:21,11
YH1->FX0410->XG9, XG9->FX0510->YH8,2017:02:09:00:37:13, 2017:02:09:00:37:29,16
YH1->FX0410->XG1, XG1->FX1103->YH8,2017:02:09:00:42:41, 2017:02:09:00:46:13,212
YH1->FX1004->XG9, XG9->FX1004->YH8,2017:02:09:00:43:19, 2017:02:09:00:43:41,22
YH1->FX0409->XG9, XG9->FX0509->YH8,2017:02:09:00:46:06, 2017:02:09:00:46:39,33
YH1->FX1003->XG1, XG1->FX1103->YH8,2017:02:09:00:46:13, 2017:02:09:00:46:30,17
YH1->FX0409->XG1, XG1->FX1102->YH8,2017:02:09:00:52:11, 2017:02:09:00:55:12,181
YH1->FX1003->XG9, XG9->FX0508->YH8,2017:02:09:00:52:30, 2017:02:09:00:54:26,116
YH1->FX0408->XG9, XG9->FX0508->YH8,2017:02:09:00:55:01, 2017:02:09:00:55:46,45
YH1->FX1002->XG1, XG1->FX1102->YH8,2017:02:09:00:55:12, 2017:02:09:00:55:36,24
YH1->FX1002->XG9, XG9->FX0507->YH8,2017:02:09:01:01:14, 2017:02:09:01:03:25,131
YH1->FX0408->XG1, XG1->FX1101->YH8,2017:02:09:01:01:57, 2017:02:09:01:04:07,130
YH1->FX0407->XG9, XG9->FX0507->YH8,2017:02:09:01:03:58, 2017:02:09:01:04:52,54
YH1->FX1001->XG9, XG9->FX0506->YH8,2017:02:09:01:10:01, 2017:02:09:01:12:22,141
YH1->FX0407->XG1, XG1->FX1112->YH8,2017:02:09:01:12:50, 2017:02:09:01:12:58,8
YH1->FX0406->XG9, XG9->FX0506->YH8,2017:02:09:01:12:58, 2017:02:09:01:13:55,57
YH1->FX1012->XG9, XG9->FX0505->YH8,2017:02:09:01:18:51, 2017:02:09:01:21:16,145
YH1->FX0405->XG9, XG9->FX0505->YH8,2017:02:09:01:22:01, 2017:02:09:01:22:57,56
YH1->FX1011->XG9, XG9->FX0504->YH8,2017:02:09:01:27:45, 2017:02:09:01:30:08,143
YH1->FX0504->XG1, XG1->FX1110->YH8,2017:02:09:01:29:37, 2017:02:09:01:31:26,109
YH1->FX0504->XG9, XG9->FX0504->YH8,2017:02:09:01:30:08, 2017:02:09:01:31:26,78
YH1->FX0404->XG9, XG9->FX0504->YH8,2017:02:09:01:31:26, 2017:02:09:01:31:57,31
YH1->FX1010->XG9, XG9->FX0503->YH8,2017:02:09:01:36:41, 2017:02:09:01:38:57,136
YH1->FX1109->XG1, XG1->FX1109->YH8,2017:02:09:01:38:30, 2017:02:09:01:39:02,32
YH1->FX0503->XG9, XG9->FX0503->YH8,2017:02:09:01:38:57, 2017:02:09:01:40:55,118
YH1->FX0503->XG1, XG1->FX1109->YH8,2017:02:09:01:39:02, 2017:02:09:01:40:16,74
