Strand Name1, Strand Name2, Start Time(YYYY:MM : DD),Stop Time(YYYY:MM : DD),Duration(sec)
YH1->FX1103->XG9, XG9->FX1202->YH2,2017:05:08:07:31:58, 2017:05:08:07:37:27,329
YH1->FX0403->XG9, XG9->FX1202->YH2,2017:05:08:07:37:27, 2017:05:08:07:38:04,37
YH1->FX1102->XG9, XG9->FX1201->YH2,2017:05:08:07:41:12, 2017:05:08:07:46:15,303
YH1->FX0402->XG9, XG9->FX1201->YH2,2017:05:08:07:46:15, 2017:05:08:07:46:28,13
YH1->FX1101->XG9, XG9->FX1212->YH2,2017:05:08:07:50:32, 2017:05:08:07:54:43,251
YH1->FX0401->XG9, XG9->FX0501->YH2,2017:05:08:07:55:01, 2017:05:08:07:56:44,103
YH1->FX1112->XG9, XG9->FX0512->YH2,2017:05:08:07:59:59, 2017:05:08:08:03:44,225
YH1->FX0412->XG9, XG9->FX0512->YH2,2017:05:08:08:03:44, 2017:05:08:08:06:00,136
YH1->FX1111->XG9, XG9->FX0511->YH2,2017:05:08:08:09:03, 2017:05:08:08:12:25,202
YH1->FX0411->XG9, XG9->FX0511->YH2,2017:05:08:08:12:25, 2017:05:08:08:15:07,162
YH1->FX1110->XG9, XG9->FX1309->YH2,2017:05:08:08:15:41, 2017:05:08:08:15:51,10
YH1->FX0410->XG9, XG9->FX0510->YH2,2017:05:08:08:21:03, 2017:05:08:08:24:04,181
YH1->FX1109->XG9, XG9->FX1308->YH2,2017:05:08:08:24:41, 2017:05:08:08:25:22,41
YH1->FX0409->XG9, XG9->FX0509->YH2,2017:05:08:08:29:39, 2017:05:08:08:32:58,199
YH1->FX1108->XG9, XG9->FX1307->YH2,2017:05:08:08:33:45, 2017:05:08:08:34:50,65
YH1->FX0408->XG9, XG9->FX0508->YH2,2017:05:08:08:38:12, 2017:05:08:08:41:49,217
YH1->FX1207->XG9, XG9->FX0508->YH2,2017:05:08:08:41:49, 2017:05:08:08:42:32,43
YH1->FX1107->XG9, XG9->FX1306->YH2,2017:05:08:08:43:16, 2017:05:08:08:44:15,59
YH1->FX0407->XG9, XG9->FX0507->YH2,2017:05:08:08:46:41, 2017:05:08:08:50:38,237
YH1->FX1206->XG9, XG9->FX0507->YH2,2017:05:08:08:50:38, 2017:05:08:08:51:35,57
YH1->FX1106->XG9, XG9->FX1305->YH2,2017:05:08:08:52:36, 2017:05:08:08:53:37,61
YH1->FX0406->XG9, XG9->FX0506->YH2,2017:05:08:08:55:06, 2017:05:08:08:59:24,258
YH1->FX1205->XG9, XG9->FX0506->YH2,2017:05:08:08:59:24, 2017:05:08:09:00:37,73
YH1->FX1105->XG9, XG9->FX1304->YH2,2017:05:08:09:01:32, 2017:05:08:09:02:57,85
YH1->FX0405->XG9, XG9->FX0505->YH2,2017:05:08:09:04:11, 2017:05:08:09:08:07,236
YH1->FX0504->XG9, XG9->FX0505->YH2,2017:05:08:09:08:07, 2017:05:08:09:09:37,90
YH1->FX1104->XG9, XG9->FX1303->YH2,2017:05:08:09:11:02, 2017:05:08:09:11:39,37
YH1->FX0404->XG9, XG9->FX0504->YH2,2017:05:08:09:13:29, 2017:05:08:09:16:45,196
YH1->FX0503->XG9, XG9->FX0504->YH2,2017:05:08:09:16:45, 2017:05:08:09:18:37,112
YH1->FX1202->XG9, XG9->FX1301->YH2,2017:05:08:09:22:40, 2017:05:08:09:28:07,327
YH1->FX0502->XG9, XG9->FX1301->YH2,2017:05:08:09:28:07, 2017:05:08:09:28:42,35
YH1->FX1201->XG9, XG9->FX1312->YH2,2017:05:08:09:31:54, 2017:05:08:09:36:55,301
YH1->FX0501->XG9, XG9->FX1312->YH2,2017:05:08:09:36:55, 2017:05:08:09:37:05,10
YH1->FX1212->XG9, XG9->FX1311->YH2,2017:05:08:09:41:16, 2017:05:08:09:45:19,243
YH1->FX0512->XG9, XG9->FX0612->YH2,2017:05:08:09:45:40, 2017:05:08:09:47:27,107
YH1->FX1211->XG9, XG9->FX0611->YH2,2017:05:08:09:50:41, 2017:05:08:09:54:23,222
YH1->FX0511->XG9, XG9->FX0611->YH2,2017:05:08:09:54:23, 2017:05:08:09:56:44,141
YH1->FX1210->XG9, XG9->FX0610->YH2,2017:05:08:09:59:46, 2017:05:08:10:03:04,198
YH1->FX0510->XG9, XG9->FX0610->YH2,2017:05:08:10:03:04, 2017:05:08:10:05:49,165
YH1->FX1209->XG9, XG9->FX0102->YH2,2017:05:08:10:06:22, 2017:05:08:10:06:35,13
YH1->FX0509->XG9, XG9->FX0609->YH2,2017:05:08:10:11:42, 2017:05:08:10:14:46,184
YH1->FX1208->XG9, XG9->FX0101->YH2,2017:05:08:10:15:22, 2017:05:08:10:16:06,44
YH1->FX0508->XG9, XG9->FX0608->YH2,2017:05:08:10:20:18, 2017:05:08:10:23:39,201
YH1->FX1207->XG9, XG9->FX0112->YH2,2017:05:08:10:24:26, 2017:05:08:10:25:33,67
YH1->FX0507->XG9, XG9->FX0607->YH2,2017:05:08:10:28:50, 2017:05:08:10:32:31,221
YH1->FX1306->XG9, XG9->FX0607->YH2,2017:05:08:10:32:31, 2017:05:08:10:33:14,43
YH1->FX1206->XG9, XG9->FX0111->YH2,2017:05:08:10:34:01, 2017:05:08:10:34:58,57
YH1->FX0506->XG9, XG9->FX0606->YH2,2017:05:08:10:37:19, 2017:05:08:10:41:20,241
YH1->FX1305->XG9, XG9->FX0606->YH2,2017:05:08:10:41:20, 2017:05:08:10:42:17,57
YH1->FX1205->XG9, XG9->FX0110->YH2,2017:05:08:10:43:16, 2017:05:08:10:44:20,64
YH1->FX0505->XG9, XG9->FX0605->YH2,2017:05:08:10:45:44, 2017:05:08:10:50:05,261
YH1->FX0604->XG9, XG9->FX0605->YH2,2017:05:08:10:50:05, 2017:05:08:10:51:19,74
YH1->FX1204->XG9, XG9->FX0109->YH2,2017:05:08:10:52:13, 2017:05:08:10:53:39,86
YH1->FX0504->XG9, XG9->FX0604->YH2,2017:05:08:10:54:54, 2017:05:08:10:58:48,234
YH1->FX0603->XG9, XG9->FX0604->YH2,2017:05:08:10:58:48, 2017:05:08:11:00:19,91
YH1->FX1203->XG9, XG9->FX0108->YH2,2017:05:08:11:01:45, 2017:05:08:11:02:16,31
YH1->FX0503->XG9, XG9->FX0107->YH2,2017:05:08:11:04:13, 2017:05:08:11:07:26,193
YH1->FX0602->XG9, XG9->FX0107->YH2,2017:05:08:11:07:26, 2017:05:08:11:10:52,206
YH1->FX1301->XG9, XG9->FX0106->YH2,2017:05:08:11:13:23, 2017:05:08:11:18:47,324
YH1->FX0601->XG9, XG9->FX0106->YH2,2017:05:08:11:18:47, 2017:05:08:11:19:20,33
YH1->FX1312->XG9, XG9->FX0105->YH2,2017:05:08:11:22:37, 2017:05:08:11:27:34,297
YH1->FX0612->XG9, XG9->FX0105->YH2,2017:05:08:11:27:34, 2017:05:08:11:27:43,9
YH1->FX1311->XG9, XG9->FX0104->YH2,2017:05:08:11:32:00, 2017:05:08:11:35:56,236
YH1->FX0611->XG9, XG9->FX0711->YH2,2017:05:08:11:36:20, 2017:05:08:11:38:11,111
YH1->FX1310->XG9, XG9->FX0710->YH2,2017:05:08:11:41:23, 2017:05:08:11:45:03,220
YH1->FX0610->XG9, XG9->FX0710->YH2,2017:05:08:11:45:03, 2017:05:08:11:47:27,144
YH1->FX1309->XG9, XG9->FX0709->YH2,2017:05:08:11:50:28, 2017:05:08:11:53:43,195
YH1->FX0609->XG9, XG9->FX0709->YH2,2017:05:08:11:53:43, 2017:05:08:11:56:31,168
YH1->FX1308->XG9, XG9->FX0201->YH2,2017:05:08:11:57:02, 2017:05:08:11:57:19,17
YH1->FX0608->XG9, XG9->FX0708->YH2,2017:05:08:12:02:21, 2017:05:08:12:05:27,186
YH1->FX1307->XG9, XG9->FX0212->YH2,2017:05:08:12:06:03, 2017:05:08:12:06:50,47
YH1->FX0607->XG9, XG9->FX0707->YH2,2017:05:08:12:10:57, 2017:05:08:12:14:21,204
YH1->FX1306->XG9, XG9->FX0211->YH2,2017:05:08:12:15:07, 2017:05:08:12:16:17,70
YH1->FX0606->XG9, XG9->FX0706->YH2,2017:05:08:12:19:29, 2017:05:08:12:23:12,223
YH1->FX0111->XG9, XG9->FX0706->YH2,2017:05:08:12:23:12, 2017:05:08:12:23:57,45
YH1->FX1305->XG9, XG9->FX0210->YH2,2017:05:08:12:24:46, 2017:05:08:12:25:41,55
YH1->FX0605->XG9, XG9->FX0705->YH2,2017:05:08:12:27:57, 2017:05:08:12:32:01,244
YH1->FX0110->XG9, XG9->FX0705->YH2,2017:05:08:12:32:01, 2017:05:08:12:32:59,58
YH1->FX1304->XG9, XG9->FX0209->YH2,2017:05:08:12:33:57, 2017:05:08:12:35:03,66
YH1->FX0604->XG9, XG9->FX0704->YH2,2017:05:08:12:36:22, 2017:05:08:12:40:46,264
YH1->FX0703->XG9, XG9->FX0704->YH2,2017:05:08:12:40:46, 2017:05:08:12:42:01,75
YH1->FX1303->XG9, XG9->FX0208->YH2,2017:05:08:12:42:58, 2017:05:08:12:44:22,84
YH1->FX0603->XG9, XG9->FX0703->YH2,2017:05:08:12:45:37, 2017:05:08:12:49:28,231
YH1->FX0702->XG9, XG9->FX0703->YH2,2017:05:08:12:49:28, 2017:05:08:12:51:01,93
YH1->FX1302->XG9, XG9->FX0207->YH2,2017:05:08:12:52:29, 2017:05:08:12:52:53,24
YH1->FX0602->XG9, XG9->FX0206->YH2,2017:05:08:12:54:55, 2017:05:08:12:58:06,191
YH1->FX0701->XG9, XG9->FX0206->YH2,2017:05:08:12:58:06, 2017:05:08:13:01:31,205
YH1->FX0106->XG9, XG9->FX0205->YH2,2017:05:08:13:04:06, 2017:05:08:13:09:27,321
YH1->FX0712->XG9, XG9->FX0205->YH2,2017:05:08:13:09:27, 2017:05:08:13:09:59,32
YH1->FX0105->XG9, XG9->FX0204->YH2,2017:05:08:13:13:21, 2017:05:08:13:18:14,293
YH1->FX0711->XG9, XG9->FX0204->YH2,2017:05:08:13:18:14, 2017:05:08:13:18:21,7
YH1->FX0104->XG9, XG9->FX0203->YH2,2017:05:08:13:22:44, 2017:05:08:13:26:33,229
YH1->FX0710->XG9, XG9->FX0810->YH2,2017:05:08:13:26:59, 2017:05:08:13:28:54,115
YH1->FX0103->XG9, XG9->FX0809->YH2,2017:05:08:13:32:05, 2017:05:08:13:35:42,217
YH1->FX0709->XG9, XG9->FX0809->YH2,2017:05:08:13:35:42, 2017:05:08:13:38:10,148
YH1->FX0102->XG9, XG9->FX0808->YH2,2017:05:08:13:41:09, 2017:05:08:13:44:23,194
YH1->FX0708->XG9, XG9->FX0808->YH2,2017:05:08:13:44:23, 2017:05:08:13:47:12,169
YH1->FX0101->XG9, XG9->FX0312->YH2,2017:05:08:13:47:43, 2017:05:08:13:48:04,21
YH1->FX0707->XG9, XG9->FX0807->YH2,2017:05:08:13:53:01, 2017:05:08:13:56:08,187
YH1->FX0112->XG9, XG9->FX0311->YH2,2017:05:08:13:56:44, 2017:05:08:13:57:34,50
YH1->FX0706->XG9, XG9->FX0806->YH2,2017:05:08:14:01:36, 2017:05:08:14:05:02,206
YH1->FX0211->XG9, XG9->FX0806->YH2,2017:05:08:14:05:02, 2017:05:08:14:05:12,10
YH1->FX0111->XG9, XG9->FX0310->YH2,2017:05:08:14:05:48, 2017:05:08:14:07:00,72
YH1->FX0705->XG9, XG9->FX0805->YH2,2017:05:08:14:10:08, 2017:05:08:14:13:53,225
YH1->FX0210->XG9, XG9->FX0805->YH2,2017:05:08:14:13:53, 2017:05:08:14:14:38,45
YH1->FX0110->XG9, XG9->FX0309->YH2,2017:05:08:14:15:31, 2017:05:08:14:16:24,53
YH1->FX0704->XG9, XG9->FX0804->YH2,2017:05:08:14:18:36, 2017:05:08:14:22:41,245
YH1->FX0209->XG9, XG9->FX0804->YH2,2017:05:08:14:22:41, 2017:05:08:14:23:41,60
YH1->FX0109->XG9, XG9->FX0308->YH2,2017:05:08:14:24:38, 2017:05:08:14:25:46,68
YH1->FX0703->XG9, XG9->FX0803->YH2,2017:05:08:14:27:03, 2017:05:08:14:31:26,263
YH1->FX0802->XG9, XG9->FX0803->YH2,2017:05:08:14:31:26, 2017:05:08:14:32:42,76
YH1->FX0108->XG9, XG9->FX0307->YH2,2017:05:08:14:33:42, 2017:05:08:14:35:03,81
YH1->FX0702->XG9, XG9->FX0802->YH2,2017:05:08:14:36:20, 2017:05:08:14:40:08,228
YH1->FX0801->XG9, XG9->FX0802->YH2,2017:05:08:14:40:08, 2017:05:08:14:41:43,95
YH1->FX0107->XG9, XG9->FX0306->YH2,2017:05:08:14:43:12, 2017:05:08:14:43:29,17
YH1->FX0701->XG9, XG9->FX0305->YH2,2017:05:08:14:45:38, 2017:05:08:14:48:45,187
YH1->FX0812->XG9, XG9->FX0305->YH2,2017:05:08:14:48:45, 2017:05:08:14:52:11,206
YH1->FX0205->XG9, XG9->FX0304->YH2,2017:05:08:14:54:49, 2017:05:08:15:00:08,319
YH1->FX0811->XG9, XG9->FX0304->YH2,2017:05:08:15:00:08, 2017:05:08:15:00:38,30
YH1->FX0204->XG9, XG9->FX0303->YH2,2017:05:08:15:04:04, 2017:05:08:15:08:55,291
YH1->FX0810->XG9, XG9->FX0303->YH2,2017:05:08:15:08:55, 2017:05:08:15:08:59,4
YH1->FX0203->XG9, XG9->FX0302->YH2,2017:05:08:15:13:29, 2017:05:08:15:17:10,221
YH1->FX0809->XG9, XG9->FX0909->YH2,2017:05:08:15:17:40, 2017:05:08:15:19:37,117
YH1->FX0202->XG9, XG9->FX0908->YH2,2017:05:08:15:22:46, 2017:05:08:15:26:22,216
YH1->FX0808->XG9, XG9->FX0908->YH2,2017:05:08:15:26:22, 2017:05:08:15:28:52,150
YH1->FX0201->XG9, XG9->FX0907->YH2,2017:05:08:15:31:51, 2017:05:08:15:35:03,192
YH1->FX0807->XG9, XG9->FX0907->YH2,2017:05:08:15:35:03, 2017:05:08:15:37:53,170
YH1->FX0212->XG9, XG9->FX0411->YH2,2017:05:08:15:38:25, 2017:05:08:15:38:48,23
YH1->FX0806->XG9, XG9->FX0906->YH2,2017:05:08:15:43:40, 2017:05:08:15:46:49,189
YH1->FX0211->XG9, XG9->FX0410->YH2,2017:05:08:15:47:26, 2017:05:08:15:48:17,51
YH1->FX0805->XG9, XG9->FX0905->YH2,2017:05:08:15:52:15, 2017:05:08:15:55:42,207
YH1->FX0310->XG9, XG9->FX0905->YH2,2017:05:08:15:55:42, 2017:05:08:15:56:03,21
YH1->FX0210->XG9, XG9->FX0409->YH2,2017:05:08:15:56:30, 2017:05:08:15:57:44,74
YH1->FX0804->XG9, XG9->FX0904->YH2,2017:05:08:16:00:47, 2017:05:08:16:04:33,226
YH1->FX0309->XG9, XG9->FX0904->YH2,2017:05:08:16:04:33, 2017:05:08:16:05:20,47
YH1->FX0209->XG9, XG9->FX0408->YH2,2017:05:08:16:06:17, 2017:05:08:16:07:08,51
YH1->FX0803->XG9, XG9->FX0903->YH2,2017:05:08:16:09:15, 2017:05:08:16:13:21,246
YH1->FX0308->XG9, XG9->FX0903->YH2,2017:05:08:16:13:21, 2017:05:08:16:14:22,61
YH1->FX0208->XG9, XG9->FX0407->YH2,2017:05:08:16:15:20, 2017:05:08:16:16:29,69
YH1->FX0802->XG9, XG9->FX0902->YH2,2017:05:08:16:17:45, 2017:05:08:16:22:06,261
YH1->FX0901->XG9, XG9->FX0902->YH2,2017:05:08:16:22:06, 2017:05:08:16:23:23,77
YH1->FX0207->XG9, XG9->FX0406->YH2,2017:05:08:16:24:26, 2017:05:08:16:25:43,77
YH1->FX0801->XG9, XG9->FX0901->YH2,2017:05:08:16:27:02, 2017:05:08:16:30:48,226
YH1->FX0912->XG9, XG9->FX0901->YH2,2017:05:08:16:30:48, 2017:05:08:16:32:24,96
YH1->FX0206->XG9, XG9->FX0405->YH2,2017:05:08:16:33:55, 2017:05:08:16:34:07,12
YH1->FX0812->XG9, XG9->FX0404->YH2,2017:05:08:16:36:21, 2017:05:08:16:39:24,183
YH1->FX0911->XG9, XG9->FX0404->YH2,2017:05:08:16:39:24, 2017:05:08:16:42:51,207
YH1->FX0304->XG9, XG9->FX0403->YH2,2017:05:08:16:45:32, 2017:05:08:16:50:48,316
YH1->FX0910->XG9, XG9->FX0403->YH2,2017:05:08:16:50:48, 2017:05:08:16:51:18,30
YH1->FX0303->XG9, XG9->FX0402->YH2,2017:05:08:16:54:48, 2017:05:08:16:59:35,287
YH1->FX0909->XG9, XG9->FX0402->YH2,2017:05:08:16:59:35, 2017:05:08:16:59:38,3
YH1->FX0302->XG9, XG9->FX0401->YH2,2017:05:08:17:04:14, 2017:05:08:17:07:48,214
YH1->FX0908->XG9, XG9->FX0512->YH2,2017:05:08:17:08:20, 2017:05:08:17:10:20,120
YH1->FX0301->XG9, XG9->FX1007->YH2,2017:05:08:17:13:27, 2017:05:08:17:17:03,216
YH1->FX0907->XG9, XG9->FX1007->YH2,2017:05:08:17:17:03, 2017:05:08:17:19:34,151
YH1->FX0312->XG9, XG9->FX1006->YH2,2017:05:08:17:22:32, 2017:05:08:17:25:43,191
YH1->FX0906->XG9, XG9->FX1006->YH2,2017:05:08:17:25:43, 2017:05:08:17:28:34,171
YH1->FX0311->XG9, XG9->FX0510->YH2,2017:05:08:17:29:07, 2017:05:08:17:29:31,24
YH1->FX0905->XG9, XG9->FX1005->YH2,2017:05:08:17:34:20, 2017:05:08:17:37:29,189
YH1->FX0310->XG9, XG9->FX0509->YH2,2017:05:08:17:38:08, 2017:05:08:17:39:01,53
YH1->FX0904->XG9, XG9->FX1004->YH2,2017:05:08:17:42:55, 2017:05:08:17:46:22,207
YH1->FX0409->XG9, XG9->FX1004->YH2,2017:05:08:17:46:22, 2017:05:08:17:46:52,30
YH1->FX0309->XG9, XG9->FX0508->YH2,2017:05:08:17:47:12, 2017:05:08:17:48:27,75
YH1->FX0903->XG9, XG9->FX1003->YH2,2017:05:08:17:51:26, 2017:05:08:17:55:13,227
YH1->FX0408->XG9, XG9->FX1003->YH2,2017:05:08:17:55:13, 2017:05:08:17:56:01,48
YH1->FX0308->XG9, XG9->FX0507->YH2,2017:05:08:17:57:02, 2017:05:08:17:57:51,49
YH1->FX0902->XG9, XG9->FX1002->YH2,2017:05:08:17:59:54, 2017:05:08:18:04:01,247
YH1->FX0407->XG9, XG9->FX1002->YH2,2017:05:08:18:04:01, 2017:05:08:18:05:03,62
YH1->FX0307->XG9, XG9->FX0506->YH2,2017:05:08:18:06:02, 2017:05:08:18:07:12,70
YH1->FX0901->XG9, XG9->FX1001->YH2,2017:05:08:18:08:27, 2017:05:08:18:12:46,259
YH1->FX1012->XG9, XG9->FX1001->YH2,2017:05:08:18:12:46, 2017:05:08:18:14:04,78
YH1->FX0306->XG9, XG9->FX0505->YH2,2017:05:08:18:15:10, 2017:05:08:18:16:24,74
YH1->FX0912->XG9, XG9->FX1012->YH2,2017:05:08:18:17:44, 2017:05:08:18:21:27,223
YH1->FX1011->XG9, XG9->FX1012->YH2,2017:05:08:18:21:27, 2017:05:08:18:23:04,97
YH1->FX0305->XG9, XG9->FX0504->YH2,2017:05:08:18:24:37, 2017:05:08:18:24:44,7
YH1->FX0911->XG9, XG9->FX0503->YH2,2017:05:08:18:27:03, 2017:05:08:18:30:03,180
YH1->FX1010->XG9, XG9->FX0503->YH2,2017:05:08:18:30:03, 2017:05:08:18:33:31,208
YH1->FX0403->XG9, XG9->FX0502->YH2,2017:05:08:18:36:14, 2017:05:08:18:41:30,316
YH1->FX1009->XG9, XG9->FX0502->YH2,2017:05:08:18:41:30, 2017:05:08:18:41:58,28
YH1->FX0402->XG9, XG9->FX0501->YH2,2017:05:08:18:45:31, 2017:05:08:18:50:17,286
YH1->FX1008->XG9, XG9->FX0501->YH2,2017:05:08:18:50:17, 2017:05:08:18:50:18,1
YH1->FX0401->XG9, XG9->FX0512->YH2,2017:05:08:18:54:57, 2017:05:08:18:58:27,210
YH1->FX1007->XG9, XG9->FX0611->YH2,2017:05:08:18:59:01, 2017:05:08:19:01:03,122
YH1->FX0412->XG9, XG9->FX1106->YH2,2017:05:08:19:04:07, 2017:05:08:19:07:44,217
YH1->FX1006->XG9, XG9->FX1106->YH2,2017:05:08:19:07:44, 2017:05:08:19:10:15,151
YH1->FX0411->XG9, XG9->FX1105->YH2,2017:05:08:19:13:13, 2017:05:08:19:16:24,191
YH1->FX1005->XG9, XG9->FX1105->YH2,2017:05:08:19:16:24, 2017:05:08:19:19:14,170
YH1->FX0410->XG9, XG9->FX0609->YH2,2017:05:08:19:19:48, 2017:05:08:19:20:14,26
YH1->FX1004->XG9, XG9->FX1104->YH2,2017:05:08:19:25:01, 2017:05:08:19:28:10,189
YH1->FX0409->XG9, XG9->FX0608->YH2,2017:05:08:19:28:50, 2017:05:08:19:29:44,54
YH1->FX1003->XG9, XG9->FX1103->YH2,2017:05:08:19:33:35, 2017:05:08:19:37:02,207
YH1->FX0508->XG9, XG9->FX1103->YH2,2017:05:08:19:37:02, 2017:05:08:19:37:38,36
YH1->FX0408->XG9, XG9->FX0607->YH2,2017:05:08:19:37:55, 2017:05:08:19:39:10,75
YH1->FX1002->XG9, XG9->FX1102->YH2,2017:05:08:19:42:06, 2017:05:08:19:45:53,227
YH1->FX0507->XG9, XG9->FX1102->YH2,2017:05:08:19:45:53, 2017:05:08:19:46:41,48
YH1->FX0407->XG9, XG9->FX0606->YH2,2017:05:08:19:47:46, 2017:05:08:19:48:34,48
YH1->FX1001->XG9, XG9->FX1101->YH2,2017:05:08:19:50:34, 2017:05:08:19:54:40,246
YH1->FX0506->XG9, XG9->FX1101->YH2,2017:05:08:19:54:40, 2017:05:08:19:55:44,64
YH1->FX0406->XG9, XG9->FX0605->YH2,2017:05:08:19:56:43, 2017:05:08:19:57:55,72
YH1->FX1012->XG9, XG9->FX1112->YH2,2017:05:08:19:59:08, 2017:05:08:20:03:25,257
YH1->FX1111->XG9, XG9->FX1112->YH2,2017:05:08:20:03:25, 2017:05:08:20:04:45,80
YH1->FX0405->XG9, XG9->FX0604->YH2,2017:05:08:20:05:52, 2017:05:08:20:07:05,73
YH1->FX1011->XG9, XG9->FX1111->YH2,2017:05:08:20:08:26, 2017:05:08:20:12:06,220
YH1->FX1110->XG9, XG9->FX1111->YH2,2017:05:08:20:12:06, 2017:05:08:20:13:45,99
YH1->FX0404->XG9, XG9->FX0603->YH2,2017:05:08:20:15:19, 2017:05:08:20:15:23,4
YH1->FX1010->XG9, XG9->FX0602->YH2,2017:05:08:20:17:45, 2017:05:08:20:20:41,176
YH1->FX1109->XG9, XG9->FX0602->YH2,2017:05:08:20:20:41, 2017:05:08:20:24:11,210
YH1->FX0502->XG9, XG9->FX0601->YH2,2017:05:08:20:26:56, 2017:05:08:20:32:11,315
YH1->FX1108->XG9, XG9->FX0601->YH2,2017:05:08:20:32:11, 2017:05:08:20:32:38,27
YH1->FX0501->XG9, XG9->FX0612->YH2,2017:05:08:20:36:13, 2017:05:08:20:40:58,285
YH1->FX1107->XG9, XG9->FX1207->YH2,2017:05:08:20:40:58, 2017:05:08:20:42:22,84
YH1->FX0512->XG9, XG9->FX0611->YH2,2017:05:08:20:45:40, 2017:05:08:20:49:06,206
YH1->FX1106->XG9, XG9->FX0710->YH2,2017:05:08:20:49:42, 2017:05:08:20:51:46,124
YH1->FX0511->XG9, XG9->FX1205->YH2,2017:05:08:20:54:48, 2017:05:08:20:58:25,217
YH1->FX1105->XG9, XG9->FX1205->YH2,2017:05:08:20:58:25, 2017:05:08:21:00:56,151
YH1->FX0510->XG9, XG9->FX1204->YH2,2017:05:08:21:03:53, 2017:05:08:21:07:04,191
YH1->FX1104->XG9, XG9->FX1204->YH2,2017:05:08:21:07:04, 2017:05:08:21:09:54,170
YH1->FX0509->XG9, XG9->FX0708->YH2,2017:05:08:21:10:30, 2017:05:08:21:10:57,27
YH1->FX1103->XG9, XG9->FX1203->YH2,2017:05:08:21:15:41, 2017:05:08:21:18:50,189
YH1->FX0508->XG9, XG9->FX0707->YH2,2017:05:08:21:19:32, 2017:05:08:21:20:26,54
YH1->FX1102->XG9, XG9->FX1202->YH2,2017:05:08:21:24:16, 2017:05:08:21:27:42,206
YH1->FX0607->XG9, XG9->FX1202->YH2,2017:05:08:21:27:42, 2017:05:08:21:28:18,36
YH1->FX0507->XG9, XG9->FX0706->YH2,2017:05:08:21:28:37, 2017:05:08:21:29:53,76
YH1->FX1101->XG9, XG9->FX1201->YH2,2017:05:08:21:32:47, 2017:05:08:21:36:32,225
YH1->FX0606->XG9, XG9->FX1201->YH2,2017:05:08:21:36:32, 2017:05:08:21:37:22,50
YH1->FX0506->XG9, XG9->FX0705->YH2,2017:05:08:21:38:28, 2017:05:08:21:39:16,48
YH1->FX1112->XG9, XG9->FX1212->YH2,2017:05:08:21:41:14, 2017:05:08:21:45:20,246
YH1->FX0605->XG9, XG9->FX1212->YH2,2017:05:08:21:45:20, 2017:05:08:21:46:24,64
YH1->FX0505->XG9, XG9->FX0704->YH2,2017:05:08:21:47:25, 2017:05:08:21:48:37,72
YH1->FX1111->XG9, XG9->FX1211->YH2,2017:05:08:21:49:49, 2017:05:08:21:54:04,255
YH1->FX1210->XG9, XG9->FX1211->YH2,2017:05:08:21:54:04, 2017:05:08:21:55:25,81
YH1->FX0504->XG9, XG9->FX0703->YH2,2017:05:08:21:56:34, 2017:05:08:21:57:45,71
YH1->FX1110->XG9, XG9->FX1210->YH2,2017:05:08:21:59:07, 2017:05:08:22:02:45,218
YH1->FX1209->XG9, XG9->FX1210->YH2,2017:05:08:22:02:45, 2017:05:08:22:04:25,100
YH1->FX0503->XG9, XG9->FX0702->YH2,2017:05:08:22:06:00, 2017:05:08:22:06:01,1
YH1->FX1109->XG9, XG9->FX0701->YH2,2017:05:08:22:08:27, 2017:05:08:22:11:20,173
YH1->FX1208->XG9, XG9->FX0701->YH2,2017:05:08:22:11:20, 2017:05:08:22:14:52,212
YH1->FX0601->XG9, XG9->FX0712->YH2,2017:05:08:22:17:38, 2017:05:08:22:22:52,314
YH1->FX1207->XG9, XG9->FX0712->YH2,2017:05:08:22:22:52, 2017:05:08:22:23:18,26
YH1->FX0612->XG9, XG9->FX0711->YH2,2017:05:08:22:26:55, 2017:05:08:22:31:38,283
YH1->FX1206->XG9, XG9->FX1306->YH2,2017:05:08:22:31:39, 2017:05:08:22:33:03,84
YH1->FX0611->XG9, XG9->FX0710->YH2,2017:05:08:22:36:22, 2017:05:08:22:39:46,204
YH1->FX1205->XG9, XG9->FX0809->YH2,2017:05:08:22:40:23, 2017:05:08:22:42:27,124
YH1->FX0610->XG9, XG9->FX1304->YH2,2017:05:08:22:45:29, 2017:05:08:22:49:05,216
YH1->FX1204->XG9, XG9->FX1304->YH2,2017:05:08:22:49:05, 2017:05:08:22:51:36,151
YH1->FX0609->XG9, XG9->FX1303->YH2,2017:05:08:22:54:34, 2017:05:08:22:57:45,191
YH1->FX1203->XG9, XG9->FX1303->YH2,2017:05:08:22:57:45, 2017:05:08:23:00:35,170
YH1->FX0608->XG9, XG9->FX0807->YH2,2017:05:08:23:01:12, 2017:05:08:23:01:39,27
YH1->FX1202->XG9, XG9->FX1302->YH2,2017:05:08:23:06:22, 2017:05:08:23:09:30,188
YH1->FX0607->XG9, XG9->FX0806->YH2,2017:05:08:23:10:14, 2017:05:08:23:11:08,54
YH1->FX1201->XG9, XG9->FX1301->YH2,2017:05:08:23:14:56, 2017:05:08:23:18:22,206
YH1->FX0706->XG9, XG9->FX1301->YH2,2017:05:08:23:18:22, 2017:05:08:23:18:59,37
YH1->FX0606->XG9, XG9->FX0805->YH2,2017:05:08:23:19:19, 2017:05:08:23:20:34,75
