

YH9->FX0512->FX0612->FX0712->FX0811->XG11,2017:02:07:16:00:10,2017:02:07:16:02:09
YH9->FX0512->FX0612->FX0711->FX0811->XG11,2017:02:07:16:02:09,2017:02:07:16:04:55
YH9->FX0512->FX0611->FX0711->FX0810->XG11,2017:02:07:16:04:55,2017:02:07:16:05:43
YH9->FX0511->FX0611->FX0711->FX0810->XG11,2017:02:07:16:05:43,2017:02:07:16:10:00
