

SatUser->FX0201->FX0312->FX0301->FX0412->FX0401->FX0512->FX0501->FX0612->FX0601->FX0712->FX0811->XG11,2017:02:07:16:00:10,2017:02:07:16:01:10
SatUser->FX0201->FX0312->FX0301->FX0412->FX0401->FX0512->FX0501->FX0612->FX0601->FX0712->FX0811->FX0910->XG11,2017:02:07:16:01:11,2017:02:07:16:07:16
SatUser->FX0201->FX0312->FX0301->FX0412->FX0401->FX0512->FX0501->FX0612->FX0601->FX0712->FX0811->FX0810->XG11,2017:02:07:16:07:17,2017:02:07:16:10:28

